dictionary_id,dataset_id,file_pattern,file_role,format,object_or_sheet,variable_name_or_pattern,description,data_type,unit_or_scale,allowed_values_or_range,missing_value_convention,spatial_support,temporal_support,source_or_provenance,source_url,generated_by,used_by,notes,verification_status
D0171,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,calibrated_reaches_celsius,Uncertainty-aware quantile-mapped REACHES temperature.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0172,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,alpha,Measurement-equation intercept alpha_t.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0173,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,beta,Measurement-equation slope beta_t.,numeric,degrees Celsius per latent unit,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0174,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,vdelta,Measurement-equation residual variance Var(delta_t).,numeric,degrees Celsius squared,>= 0,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0175,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,effective_proxy_temperature_celsius,Effective observation (X*_t - alpha_t) / beta_t used to interpret the update.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0176,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,observation_weight,Kalman update weight assigned to the effective proxy.,numeric,dimensionless,0–1,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0177,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,dynamic_prior_prediction,One-step-ahead state prediction before the documentary update.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0178,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,filtered_temperature_celsius,Kalman-filtered posterior state mean.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0179,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,smoothed_temperature_celsius,RTS-smoothed posterior state mean.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0180,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,lme_ensemble_mean_celsius,Annual LME ensemble-mean temperature at the city coordinate.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0181,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,implied_latent_kriging_variance,Implied Var(Yhat_t) = sigma_Y^2 - MSPE_t after numerical clipping.,numeric,latent index squared,0–sigma_Y^2,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0182,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,prior_mean,Estimated prior mean sequence mu_t.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0183,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,prior_innovation_variance,Estimated state innovation variance r_t^2.,numeric,degrees Celsius squared,>= 0,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0184,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,transition_M,Estimated AR(1) transition coefficient M_t.,numeric,dimensionless,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,1368–1910; final year is NA,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0185,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,dynamic_prior_prediction_variance,Variance of the one-step-ahead state prediction.,numeric,degrees Celsius squared,>= 0,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0186,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,filtered_variance,Filtered posterior-state variance.,numeric,degrees Celsius squared,>= 0,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0187,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,smoothed_variance,RTS-smoothed posterior-state variance.,numeric,degrees Celsius squared,>= 0,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,annual,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0188,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,kalman_gain,Kalman gain in the original measurement-equation scale.,numeric,state units per observation unit,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0189,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,innovation,Measurement innovation X*_t - (alpha_t + beta_t X_pred).,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0190,CITY_ASSIMILATION,"Data/Valid/assimilation_{Beijing,Shanghai,HongKong}.csv",generated downstream data,CSV,,filtered_identity_check,Filtered value recomputed as the weighted average of dynamic prior and effective proxy.,numeric,degrees Celsius,,REACHES-specific fields are NA in prediction-only years; annual state fields should be complete,nominal GHCN station coordinate,REACHES event year,"Derived from REACHES, CESM LME, and city-specific prior estimates",,Code/Figure9d.R,Code/Figure10.R; Code/Supplementary/FigureS2.R,"City coordinates: Beijing (116.283, 39.933), Shanghai (121.433, 31.167), Hong Kong (114.167, 22.333).",verified from current scripts
D0191,ASSIMILATION_METRICS,Output/Intermediate/Assimilation/assimilation_metrics.csv,generated diagnostic,CSV,,city,City name.,character,none,,NA for metrics not applicable to displayed-input interval rows,city-specific overlap period,REACHES event years,Derived from city assimilation outputs,,Code/Figure9d.R,implementation and manuscript diagnostics,,verified from current scripts
D0192,ASSIMILATION_METRICS,Output/Intermediate/Assimilation/assimilation_metrics.csv,generated diagnostic,CSV,,reference,Reference series or displayed-input interval.,character,none,,NA for metrics not applicable to displayed-input interval rows,city-specific overlap period,REACHES event years,Derived from city assimilation outputs,,Code/Figure9d.R,implementation and manuscript diagnostics,,verified from current scripts
D0193,ASSIMILATION_METRICS,Output/Intermediate/Assimilation/assimilation_metrics.csv,generated diagnostic,CSV,,estimate,Estimated series being evaluated.,character,none,,NA for metrics not applicable to displayed-input interval rows,city-specific overlap period,REACHES event years,Derived from city assimilation outputs,,Code/Figure9d.R,implementation and manuscript diagnostics,,verified from current scripts
D0194,ASSIMILATION_METRICS,Output/Intermediate/Assimilation/assimilation_metrics.csv,generated diagnostic,CSV,,number_of_years,Number of overlapping event years.,integer,years,,NA for metrics not applicable to displayed-input interval rows,city-specific overlap period,REACHES event years,Derived from city assimilation outputs,,Code/Figure9d.R,implementation and manuscript diagnostics,,verified from current scripts
D0195,ASSIMILATION_METRICS,Output/Intermediate/Assimilation/assimilation_metrics.csv,generated diagnostic,CSV,,correlation,Pearson correlation between estimate and reference.,numeric,dimensionless,,NA for metrics not applicable to displayed-input interval rows,city-specific overlap period,REACHES event years,Derived from city assimilation outputs,,Code/Figure9d.R,implementation and manuscript diagnostics,,verified from current scripts
